web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
"1584086907-1599","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","michelle knutson","None of the ""magic""","Reviewed in the United States on August 3, 2016","18 years ago I couldn't put the series down. I was completely hopeful that I could recapture the world and be in the Potter induced euphoria that I loved.

I am very disappointed. The story itself is bland, but what really emphasizes the fact that this is more fan fiction than anything is the American slang that is somehow embedded in the dialog, with uncharacteristic amounts of pedestrian ""emotional"" moments.

I need a time turner to go back and keep myself from buying this book, so I can remember the world as it was.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_160?ie=UTF8&filterByStar=one_star&pageNumber=160&reviewerType=all_reviews&sortBy=recent"
"1584086726-820","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Gal","Does not read like J.K. Rowling book at all","Reviewed in the United States on September 29, 2016","My kids really did not like this. They said it does not read like J.K. Rowling, more like a bad fan fiction. They were really upset","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&filterByStar=one_star&pageNumber=82&reviewerType=all_reviews&sortBy=recent"
"1584086719-783","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Amazon Customer","-( Just didn't feel like JKR wrote it","Reviewed in the United States on September 30, 2016","I couldn't finish it :-( Just didn't feel like JKR wrote it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_79?ie=UTF8&filterByStar=one_star&pageNumber=79&reviewerType=all_reviews&sortBy=recent"
"1584086899-1556","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Venkatesh Padmanabhan","Stay far far away!","Reviewed in the United States on August 3, 2016","You hear time-travel, reviving Voldemort and you immediately know you need to stay far far away. Yet, the lure of a canon story is too strong.

""Horrible things happen to Wizards who meddle with time"" - Albus Dumbledore. Not just wizards but playwrights too.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&filterByStar=one_star&pageNumber=156&reviewerType=all_reviews&sortBy=recent"
"1584086694-674","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","jend722","So much wrong","Reviewed in the United States on October 4, 2016","Very poorly written. Not even close to JK's style or level. I didn't even finish reading it because it kept getting more disappointing.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&filterByStar=one_star&pageNumber=68&reviewerType=all_reviews&sortBy=recent"
"1584086832-1270","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Pink","Horribly written and a waste of money","Reviewed in the United States on August 10, 2016","This horribly written. It seems rushed and not well thought out. Yes, it is in play format, but that is not why this is so horrible.  The contrived plot, unnecessary characters and old beloved characters pretty much acting like someone else, is why it is so bad.  I understand the love for Harry and the Wizarding world is strong, but putting out something that does not add anything to the world Rowling has created is a slap in the face of fans. It also screams of greed and perhaps more Harry Potter related profits is why JK Rowling allowed this travesty to be printed.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&filterByStar=one_star&pageNumber=127&reviewerType=all_reviews&sortBy=recent"
"1584086705-722","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","msV","Disappointing","Reviewed in the United States on October 2, 2016","I agree with the other reviews; this did not read like Rowling wrote it. I don't mind that it is written in play-form but the character's are corny, there's no character development, and the storyline is terrible. The characters do not line up with the 7 other books. I am a HUGE fan of all of the original 1-7 books and continue to re-read them throughout my life. However, I hope to forget everything in this play.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_73?ie=UTF8&filterByStar=one_star&pageNumber=73&reviewerType=all_reviews&sortBy=recent"
"1584086716-775","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Avatar Rocks","The boy who lived should die already!","Reviewed in the United States on October 2, 2016","I really wish Rowling had quit while she was ahead. Now she's just a sell-out. This piece of crap doesn't belong anywhere near the original 7 Harry Potter novels. She's undermining her own legacy.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_78?ie=UTF8&filterByStar=one_star&pageNumber=78&reviewerType=all_reviews&sortBy=recent"
"1584086981-1918","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Jennifer E. Hurn","Horrible and completely contrary to canon","Reviewed in the United States on July 31, 2016","I can't believe I spent money on this s***. I've read fan fiction more thought bout than this garbage. I am so disappointed that JKR would give approval on this.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_192?ie=UTF8&filterByStar=one_star&pageNumber=192&reviewerType=all_reviews&sortBy=recent"
"1584086951-1783","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","SE","Childish, terrible story with one dimensional characters","Reviewed in the United States on August 1, 2016","Spoilers ahead!

Maybe the script doesn't do justice to the presentation of the play on stage, but the story itself was truly awful. It seemed like a poor man's badly developed fanfiction mashup of Back to the Future and Harry Potter, with characters whose personalities were warped and distorted to fit the childish, fast-paced plot. The internally inconsistent logic (Scorpius and Albus are smart enough to give their father a message in the future...but not smart enough to realize the sheer stupidity of changing a significant historic event?) combined with an almost comedic, eye-roll-inducing villain made it clear that this play is written for kids and pre-teens who probably never even read the original books. Releasing a book with ""Harry Potter and the..."" in the title, with JK Rowling's name on the cover gave me certain expectations, none of which were met.

I'm not sure how this play will be presented given the special effects requirements, but maybe those will at least distract from the fact that the plot is nonsensical and definitely not the Harry Potter fans know and love.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_179?ie=UTF8&filterByStar=one_star&pageNumber=179&reviewerType=all_reviews&sortBy=recent"
"1584086694-673","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Correy","This book was awful. I am a huge Harry ...","Reviewed in the United States on October 4, 2016","This book was awful. I am a huge Harry Potter fan, and I had to force myself to finish this book.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&filterByStar=one_star&pageNumber=68&reviewerType=all_reviews&sortBy=recent"
"1584086935-1717","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","brielle","Very poorly written and not true to the Harry Potter ...","Reviewed in the United States on August 1, 2016","Very poorly written and not true to the Harry Potter universe. Jk Rowling did NOT write this. Seriously should never have been released","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_172?ie=UTF8&filterByStar=one_star&pageNumber=172&reviewerType=all_reviews&sortBy=recent"
"1584086899-1560","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Lorraine","Save your Money","Reviewed in the United States on August 3, 2016","it is a waste of money!!!!! to many flash backs, no character building, was written to get all the harry potter lover to cough up 15$. Shame on you for that. You have gone Hollywood and this was written get some more money. NO WORTH IT!!! DO NOT SPEND YOUR MONEY!!!! VERRRRRY DISAPPOINTED!!!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_156?ie=UTF8&filterByStar=one_star&pageNumber=156&reviewerType=all_reviews&sortBy=recent"
"1584086631-417","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","David","One Star","Reviewed in the United States on November 24, 2016","Awful story. Not worth it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=one_star&pageNumber=42&reviewerType=all_reviews&sortBy=recent"
"1584086938-1730","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","M. Wagner","One Star","Reviewed in the United States on August 1, 2016","An utter disappointment. Completely jumped the shark from the original books. Felt like a really written fanfic.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_173?ie=UTF8&filterByStar=one_star&pageNumber=173&reviewerType=all_reviews&sortBy=recent"
"1584086726-811","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Amazon Customer","disapointing","Reviewed in the United States on September 29, 2016","This is not a book it's an play scrip. Not what I was expecting.  Very disappointed","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&filterByStar=one_star&pageNumber=82&reviewerType=all_reviews&sortBy=recent"
"1584086949-1779","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Kindle Customer","Extremely disappointed","Reviewed in the United States on August 1, 2016","The whole script has some major plot flaws.
It skips full years within a few pages, I feel that if j. K  Rowling put her name on this she should have written  it herself. I will never again read anything that she co writes again.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_178?ie=UTF8&filterByStar=one_star&pageNumber=178&reviewerType=all_reviews&sortBy=recent"
"1584086773-1009","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Helen Lynch","One Star","Reviewed in the United States on September 1, 2016","Grandchildren didn't like the fact that it was a script.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_101?ie=UTF8&filterByStar=one_star&pageNumber=101&reviewerType=all_reviews&sortBy=recent"
"1584086947-1763","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Jess F","One Star","Reviewed in the United States on August 1, 2016","Poorly written.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_177?ie=UTF8&filterByStar=one_star&pageNumber=177&reviewerType=all_reviews&sortBy=recent"
"1584086935-1716","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Amazon Customer","One Star","Reviewed in the United States on August 1, 2016","Not what I expected","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_172?ie=UTF8&filterByStar=one_star&pageNumber=172&reviewerType=all_reviews&sortBy=recent"
"1584086791-1084","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Terri Martin","Very disappointed. I bought this book for my son because ...","Reviewed in the United States on August 24, 2016","Very disappointed. I bought this book for my son because he has read every Harry Potter book at least twice. He loves the Harry Potter series. I thought this was a new book. I had no idea that it was a script. I haven't given it to him yet but I have a feeling he isn't going to like it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_109?ie=UTF8&filterByStar=one_star&pageNumber=109&reviewerType=all_reviews&sortBy=recent"
"1584086726-818","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Cheryl Enright","Script form Not suitable for younger children","Reviewed in the United States on September 29, 2016","Much too difficult for a young person to read a script. Very disappointing. Big my kids gave up
In it.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&filterByStar=one_star&pageNumber=82&reviewerType=all_reviews&sortBy=recent"
"1584086926-1679","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Amazon Customer","One Star","Reviewed in the United States on August 2, 2016","I would give Harry Potter Puppet Pals a better review than this book/play.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_168?ie=UTF8&filterByStar=one_star&pageNumber=168&reviewerType=all_reviews&sortBy=recent"
"1584086648-484","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Skaggs Corner","No Spoilers","Reviewed in the United States on October 29, 2016","This book was a complete disappointment. As a huge Harry Potter fan, I bought the book expecting the JKRowling magic. I don't think she had much input. The characters were nothing like the ones we got to know & love through the years. It was hard to follow the convoluted mess & even harder to accept the premise.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_49?ie=UTF8&filterByStar=one_star&pageNumber=49&reviewerType=all_reviews&sortBy=recent"
"1584086979-1907","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","bratzlady","Harry Potter & The Unofficial Sequel","Reviewed in the United States on July 31, 2016","I was goung to get this, but now I won't. Thanks for the truthful reviews.  This is NOT an official continuation of the story, & not worth it. Thanks anyway. To another reviewer: it's 'I would like to see it staged...' NOT 'I would. Like to see it staged...'! Check your typing, everyone! No thanks, Jo!","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_191?ie=UTF8&filterByStar=one_star&pageNumber=191&reviewerType=all_reviews&sortBy=recent"
"1584086933-1703","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Diane C. Gibson","No - for The Cursed Child","Reviewed in the United States on August 2, 2016","as a HUGE potter fan, I'm sorry I purchased this book for my Kindle.  This not a book, but a ""hop"" around past novels.  I can't imagine paying money to see a stage production of this mess and to sit through 5 hours of it.  Count me out.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_171?ie=UTF8&filterByStar=one_star&pageNumber=171&reviewerType=all_reviews&sortBy=recent"
"1584086747-895","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Charlie","Horrible","Reviewed in the United States on September 18, 2016","Worst story to come out of the Potterworld.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_90?ie=UTF8&filterByStar=one_star&pageNumber=90&reviewerType=all_reviews&sortBy=recent"
"1584086610-326","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Julia A. Wallace","One Star","Reviewed in the United States on January 16, 2017","Not happy with the play format","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_33?ie=UTF8&filterByStar=one_star&pageNumber=33&reviewerType=all_reviews&sortBy=recent"
"1584086696-685","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Rina Skazki","One Star","Reviewed in the United States on October 4, 2016","Is it a fanfic, mrs. Ro?","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_69?ie=UTF8&filterByStar=one_star&pageNumber=69&reviewerType=all_reviews&sortBy=recent"
"1584086780-1033","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","JeffBarrier","Just Wrong...","Reviewed in the United States on August 30, 2016","The tone is wrong, the plot is weak and the characters weaker.  Loved the Harry Potter series but was very disappointed in the lack of substance in this book.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_104?ie=UTF8&filterByStar=one_star&pageNumber=104&reviewerType=all_reviews&sortBy=recent"
"1584086631-412","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Amazon Customer","Read the free part first!!","Reviewed in the United States on November 26, 2016","OMG.. I can't believe I'm going to say this,but the first J.K. Rowling book I hated!!.Yes,I knew it was in script format, but thought I can overlook that for the story..no! I couldn't get into the characters, they seems too whiny,boring.. I didn't get past 25 pages maybe not even that. WARNING:be sure to take a ""peek"" at the first chapter or so that is free before you buy. I didn't because I LOVE Harry Potter..very disappointed.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=one_star&pageNumber=42&reviewerType=all_reviews&sortBy=recent"
"1584086858-1386","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Deborah A Temperly","Very disappointing","Reviewed in the United States on August 7, 2016","I absolutely adored the Harry Potter series and was so excited to read this book. However, the more I read the more disappointed I became. I do not typically read plays, yet I expected to ""revisit"" the characters I once knew so well. The price for this book is ridiculous considering how far it falls short of honoring the timeless series preceding it. Should have left well enough alone. The ending of book 7 was satisfying and should have stopped there.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_139?ie=UTF8&filterByStar=one_star&pageNumber=139&reviewerType=all_reviews&sortBy=recent"
"1584086545-64","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","R McDaniel","What junk...","Reviewed in the United States on September 15, 2018","If I could give this book no stars, I would. It reads as a over-hyped fan fiction with a terrible storyline. I hate to say that because I have read MUCH better fan fictions than this book. It was very easy to tell what was coming before it happened. Don’t bother reading, it is what a giant waste of time... Spoilers below
.
.
.
.
My biggest gripe with his book, among many, is I find it incredibly hard to believe that Voldemort would have a child. With the way he treated his followers he could care less about them it said that in the original books. The thought that he would have sex with one of his followers and accidentally have a child with them is too much dumb to absorb.

The original potter 3 and other original characters, are dim-witted and do not reflect the well written characters of JK Rowling.

I hope it is better as a play, because as a book it’s awful. It makes me sad it is apart of the potter-verse and JK Rowling gave her blessing to this junk.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=one_star&pageNumber=7&reviewerType=all_reviews&sortBy=recent"
"1584086921-1656","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","Matt","Dissapointing","Reviewed in the United States on August 2, 2016","This was so dissapointing. A real let down. Absolutely none of the characters were in character, the plot was stupid and extremely cheesy with a very predictable ending. Every single female character was a Mary sue, literally their only flaw was being married to men. This was a slap in the face to the HP series and to fans. Please don't buy this unless you really want to.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_166?ie=UTF8&filterByStar=one_star&pageNumber=166&reviewerType=all_reviews&sortBy=recent"
"1584086828-1242","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","a gadfly","Cursed Book","Reviewed in the United States on August 12, 2016","I can't believe J.K. Rowling had anything to do with this other than lending her name.  And she should be ashamed about  doing that.  This is not a HARRY POTTER BOOK OR A HARRY POTTER SCRIPT.  It's awful. I have read and reread all the books.  What a letdown this is.  I can read scripts very well having been employed in film and tv for many years.  That isn't the problem.  The problem is that it is silly and awfully written.  If you loved Harry Potter keep that in your memory.  Do not bother with this script.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_125?ie=UTF8&filterByStar=one_star&pageNumber=125&reviewerType=all_reviews&sortBy=recent"
"1584086804-1148","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&mediaType=all_contents&pageNumber=1&sortBy=recent&filterByStar=one_star","SeattleLeah","Total Disappointment","Reviewed in the United States on August 18, 2016","I love, love, love all things Harry Potter and was very excited for this book. This book read like bad fan fiction- I just can't fathom why JK Rowling would allow this book. The character development didn't ring true to me at all. I wished I had just skipped this.","1.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Playscript-ebook/product-reviews/B073P9348D/ref=cm_cr_arp_d_paging_btm_115?ie=UTF8&filterByStar=one_star&pageNumber=115&reviewerType=all_reviews&sortBy=recent"
