Column1,content,Judge_1,Judge_2,Judge_3
4810,amazing book and came in amazing condition,1,1,1
820,"Good, Could Be Better.
I miss J K Rowling's writing, yet, for the most part I enjoyed the play. I wish I could have gotten to know more of the characters; all of the children. I think there would be more depth if there was a novel written. I would enjoy delving into the characters more.
It was nice to visit most of the characters I love from the books. I did not find Harry full of angst; I enjoyed that he was a caring if a bit neurotic dad at times. I enjoyed seeing a new side to Draco- people do change. I enjoyed the time travel and thought the play was creative. I would like to see the play or a movie. I would love to read another Harry Potter novel and be able to revisit all the main characters in the book.
By the end the play ended too quickly for me! I liked what I read and would have liked more...",1,1,1
4485,"For those who loved Harry Potter, a good companion piece, but lacking in the remarkable depth of the original books.",1,1,1
166,Daughter loved it,1,1,1
2363,Such a disappointment,0,0,0
1396,"So let me make it clear that this is not well-written. It is heavy-handed as all get out in many places and it is barely better than your average fan-fiction. Half the time we spend with characters already dead or that we already know when there are hundreds and thousands of new people we could have met.

I will say that I enjoyed the way they played on the expectations of the reader. At first I was annoyed that they glossed over Scorpius and Albus's years at Hogwarts and didn't detail any of their adventures or lives there. Then, I realized that's exactly what Harry's problem was with his son. He expected him to live up to the family name through some kind of inherited reputation, but the fact is that he hates school and is kind of a loner. I can appreciate when something catches me thinking a certain way without realizing it.

Making this the official continuance of the book series is bad, and it would have been better left alone.",0,0,0
1272,I'm in love! I got it quickly!!,0,1,1
250,"Of course I love anything to do with Harry Potter.  I do wish this was written into a book (instead of a play), but loved it anyway.  The only other thing is I wish it was read by Jim Dale (which is the only reason I gave it 4 instead of 5 stars).",1,1,1
2410,Worst story to come out of the Potterworld.,0,0,0
2764,this was different to read but once i got the hang of it i loved it,1,1,1
212,"I loved the first seven books just like many of you. I had no problem with the script format. It was an easy read.

However, the story was very rushed and I was hoping for more from the characters. I didn't find many of them likable. Ron's character was very hollow. It seemed like he was only there for a laugh but in the original stories he became so much more of a hero. I did think Scorpius was a good character, though. He seemed to take on the quality of a real friend. He was a true HP character.

There just wasn't much character development or heart in this story. Maybe the actors will be the ones responsible to warm this up and make it a true HP story.",0,0,0
2704,Interesting to read this story as a play rather than a book. It has all the fun and fantastic Potter elements--old friends grown a bit older and news friends as well. Hoping Rowling eventually develops it into  a book where there is more room to ask questions and develop characters but for now this is quite satisfying. Enjoyed the way old relationships have matured and new wisdom emerges as a result.,1,1,1
4467,Can't go wrong with any book in this series.,1,1,1
506,"This was a great story, but lacked the character depth and descriptions found in the companion novels. Potter fans won't find much to complain about, and it is a joy to be back in the Potter world. Seeing the actual play is something I'm really looking forward to.",1,1,1
283,good read,1,1,1
4177,Enjoyable,1,1,1
2712,"Don't waste your money on this. It ruins pretty much every old character and doesn't offer even passable new ones (with maybe one exception). The plot is nonsensical and at points infuriating; in many ways it reads like bad fanfiction. It is somewhat relieving to know that Rowling doesn't seem to actually have written this - even though her name is the biggest on the cover.
After finishing it, I wished I hadn't read it. If you're expecting the quality that made the other books great, you won't find it here. Do yourself a favor and skip the Cursed Child.",0,0,0
1373,Though the story took a twist that slightly disappointed me I soon realized it was the same stuff that got me on the edge of my seat in all the other books. I wouldn't have it any other way. If you our Harry Potter fan you will love this story as well. I hope the saga continues cause as the battles are won and lost the war wages on.,1,1,1
4750,"This book is an embarrassment to all Harry Potter Fans. The way they made the characters seem was just cruel, especially for Cedric Diggory! If you haven’t read it I absolutely DON’T recommend! I absolutely love the Harry Potter series, my favorite series in the entire universe! They took all the attention off the main characters!! If they wanted it to be about Albus Potter, they should  have named it something else! It goes way to fast as well! It starts when he is in his first year, and after 2 chapters he is already in his 3rd year! I hate to give one of my favorite book series this rating, but this deserves it.",0,0,0
585,Awful. Hard to follow. Couldn't finish it. Disappointed for sure.,0,0,0
4684,Arrvd on time & well pkd. Gift for grandgrrl. She will love it.,1,1,1
472,"**Spoilers** The idea of Voldemort having a child...and what it takes to make a child, is just so beyond ridiculous to me. So that entire plot line just fell flat. Also, I miss the characters inner monologues that you get in a novel versus a screenplay. But beyond that, it allowed me back into the world of Harry Potter (and to embrace the wonderful character that is Scorpius Malfoy) so I can't complain too much.",0,1,0
1535,"Absolutely atrocious. I have read and re-read Harry Potter since I was eleven years old and grown to know and love the characters and the stories. These were not the characters I grew up with. They were flat, cheesy, and at times offensive. The plot was absolutely ludicrous and the story overall was poorly written.

As much as I love Harry Potter, I would have rather had nothing than have had this. What a disappointment.",0,0,0
4439,"This was a huge departure from the original Potter books, not recommended to any fans of the novels or films.",0,0,0
2291,"Great book cause it brought back all the HP feels but honestly felt like I was reading fanfiction! If this book wasn't written by Jo, why is she listed as the author?",1,1,1
1020,"Loved it! If you are thinking about purchasing it, just remember it is a play and not written like a book. Do wish it would be made into a movie also.",1,1,1
366,"Pretty solid book. The good thing is, it doesn't really mess around with the Harry Potter canon too much, as sometimes sequels are known to do. It is an interesting story, but it is short, and $14.99 that I paid seemed like quite a bit, for something I finished in a couple of sittings.",1,1,1
559,Absolutely perfect,1,1,1
3216,"I enjoyed this edition. It is not the original nor did I expect that. Good ending and an easy, fast read.",1,1,1
3757,"A great follow up to the previous saga. I was a little doubtful at first knowing this was a rehearsal script, but it really reads and feels like it's a novel, you get sucked in until the end.",1,1,1
1587,I was a Harry Potter fanatic growing up and was VERY disappointed in this play. It was not written by Rowling... It reads like the group watched two or three of the movies and then tried to adapt that limited knowledge to the characters and backstory of the wonderful world Rowling generated.,0,0,0
4359,"This did nothing to compliment the series.  I considered putting it down many times, but did manage to struggle to the end.  Part of the problem was likely that it was all dialogue since it was the script to a play, but I really don't see the value in publishing it as a book.  It was all very forced.",0,0,0
1734,"So did she just decide to let some fan write a fanfic for how life was going to be after the books? This reads like a bad fanfic, if you want to ruin your memories of Harry Potter then go for it I guess.",0,0,0
840,I read Harry Potter to my kids and we all fell in love with the books.  This was fun but a very light and disappointing read. It really only fully engaged me emotionally a handful of times which is in stark contrast to the series. It is written as a play script. My 14 your old daughter read this in one day and I read it in about 6 hours.  Harry Potter fans will want to read it but don't expect much and it might be worthwhile to wait and borrow it from a friend. They will finish the book quickly,0,1,0
633,Characters were developed because of the original author - not the writer of the play.,0,1,0
790,Enjoy all the books,1,1,1
1325,An excellent continuation of the Harry Potter storyline.,1,1,1
2466,"Words cannot describe how much the Harry Potter series has meant to me. I have grown up immersed in the story and was thrilled to hear that there would be a new addition! Preordered the book months in advance and started reading as soon as it arrived.

That, my friends, is where the magic died. I knew going in that this was a script and would not be formatted like the original 7 had been. But what really stakes the heart of readers will be the complete lack of character continuity, terrible dialogue, and disjointed storylines. To be honest this read as a really really poorly written fanfic. A fanfic by someone who may or may not have read the preceding books, someone who has never written creatively before, and someone who thought Rowling's story should include random and unexplained instances of what can only be described as science fiction.

Having to think about what I read while writing this review gets me enraged all over again. I simply hope that the movie version of this will remain truer to the ""real"" Harry Potter than this utter waste of ink and paper. If you are a true Harry Potter fan, save your soul and read a plot summary of this rather than causing the yourself the emotional pain of reading this disgusting facsimile.",1,0,1
3414,Great purchase!!,1,1,1
3787,"Disappointing. I had to reread the original books to get this out of my head and just forget that it even existed! It was that bad! Terribly disappointing and yes, maybe as a play it works, but like this, just words on paper, oh no, my dear readers, it does not work at all!",0,0,0
518,excellent,1,1,1
2342,"To all the bad reviews, how can you be upset? Yeah it is written differently, it is short but it doesn't ruin the series if anything it lets us re-live the best series that we fell in love with. Could it have been better longer its own series yes, but it wouldn't be Harry Potter it would've been Albus Potter. This is a great way to add another twist to an end.",1,1,1
2903,"Pretty good, not as good as the originals but still a good read.",1,1,1
1428,a quick read,1,1,1
4708,"Harry potter ane the cursed child met my expectations way more than I imagined, I know many people are not big fans of the book being written as a play but I loved it and made it a quick read for me.",1,1,1
553,"Ok it the quality of Harry Potter  is always there I  could  put it down  I love it  and I
Wound recommend to a friend or Familly",1,1,1
3525,"This reads like the worst example of angst-y fan fiction I've ever seen. Scorpius and Albus constantly whinging about whether it's OK to hug, Hermione and Ron pulling apart so no one sees them kissing (they're MARRIED!), Harry vacillating between asking advice and ignoring it ... oh, the drama, the anxiety, the hand-wringing! It's as if they not only haven't grown or developed since we last saw them, but have regressed. It isn't due to being presented in ""play"" form; I can read a play and envision the emotions and descriptions that are left out. It's due to the terrible character ""development"" (of which there is very little) and the way in which beloved characters (Ron, Hermione, Harry, Draco, Snape, Dumbledore, etc.), who were developed lovingly and extensively over 7 previous books, suddenly act like whiny babies, or broadly comedic fools, or over-sensitive children instead of adults. Professor McGonagall, one of my favorite characters in the ""real"" books, loses her sternness, her sense of fairness, her common sense, and comes off as vacillating and foolish. Dumbledore seems to be suffering from old age dementia, with his bumbling ""advice"" and teariness. I am a huge Harry Potter fan, and fully expected to love and cherish this book. Instead I HATED it. I refuse to even add it to my Harry Potter bookshelf, but instead donated it to my local library. What a stunning disappointment.",0,0,0
1672,What an amazing book. I finally completed all my Harry Potter books.,1,1,1
3369,"Thank you JK Rowhling for giving me a magical childhood. Then this book came along and smashed it with a hammer.Harry Potter and the Cursed Child is best deacribed as a disappointing abomination. If you want to continue loving Harry Potter, please don't read this sad excuse for toliet paper. I am very disappointed Ms. Rowhling, I really thought you had more respect for your fans.
Personally I have lost alot of repect for you as a writer for allowing this travesty to be released as book 9... I waited 19 years for a book that was supposed to be the book to end all books, literally. I have been a follower and lover of the wizarding world of Harry Potter since Day 1... My old paperback  copy of Harry Potter and the Sorcerers Stone has been read so many times its held together by tape... all 8 of my books are in some form of shabbiness due to the overwhelming amount of times each were lovingly read. I memorized almost every line, able to repeat the books almost from heart. Well yes 90% of my books on my shelves look like this. Harry Potter was and will always be my favorite series. Then this sad excuse for a story dare I say piece of crap shoved between two decieving covers, disguised as a book I was supposed to love just as much landed on my doorstep. I thought JK Rowhling respected her readers more then this. How could she have been so LAZY as too take a s***ty play written by someone else, slap her cover on, and sell it to her adoring and mislead fan base. My cat could have written a better play.",1,0,0
3645,Nice follow up to the Harry Potter series. Easy read and flows well with all the previous stories. Any Harry Potter fan would like this book I think. Need more stories about the main characters.,1,1,1
3735,Not that great of a story and didn't fit into the entire series very well.  Bad purchase.,0,0,0
2096,"It was so nice to read about HP after so many years and to get into this story where unexpected things happen. There are so many 'what ifs' that I was getting lost, but not really. It was a wonderful journey to go back in time and over again.",1,1,1
1411,Not what I expected,0,0,0
3181,It is written as a screen play. SO GOOD,1,1,1
2683,"THIS IS A REVIEW FROM THE CURSED CHILD'S BOOK, NOT THE PLAY!
***I am going to try not to let emotions been taken into account while discussing the work that was given to us; I do not wish to be cruel, disrespecting, and condescending but rather critical, logical, and objective. ***

I wanted nothing more than to love this book, but unfortunately I can not ignore the many inconsistency, cheesiness, and poorly-constructed plot present in it. For that reason I am refusing to accept the entire work as cannon.
I had so many mixed feelings while reading ”Cursed Child,” but only after a few days I could finally figure it out why. The book left me a bit skeptical of how much J.K.Rowling actually contributed to this tale. The third-party story is flawed, something that I am pretty sure could have been averted if the original writer herself had written the story independently.
I just want to start by saying that I was fully aware that this book was basically the scripted format of the play. Therefore, I was already foreseeing, and prepared for, the fast-paced actions, dialogues, and story-development.
I have no doubts that the play must be esthetically superb. The acting is being truly praised by many. The costumes and the sets, even seeing through pictures, could have not been any better. The special effects are constantly being described as “breathtaking” and “mind-blowing.” However, if we take out the visual aids (that in many ways divert our attention) and take in consideration only the story line, we can see numerous plot issues present within the script.
This excerpt from a review blog summarizes exactly how I feel:
“Rowling's lack of creative autonomy in the project means that fans can't be sure which parts of the story were her idea — which is cause for some purists to think of the story as a break away from the book canon. The reason this co-authorship can be such a sticking point is that the plot of ""Cursed Child"" is so outrageous to certain fans that it reads as fan fiction.” - Kim Renfro, from Tech Insider.

The main plot is a mess. A few parts that really have thrown me off were:
1. The lack of showing/mentioning a few key characters (where is Hugo in the Epilogue scene? what about other characters, that apparently not even deserved to be mentioned, such as Ted and Victorie, or any of the other Weasleys, Luna Lovegood…?)
2. Rose Granger-Weasley’s character was so conceited, prejudice, disloyal, and obnoxious towards Scorpius and Albus. I felt like punching her in the face. I think the writers overdone it; if they were channeling for a copy of Hermione from the first book, they might have ended up channeling Draco by mistake. And the fact that Ron Weasley was majorly used as a comic relief makes me puke.
3. The Time turner story line... argh! What can I say? It differs so much from the ""laws"" of time traveling given in the 3rd book. And not only that, apparently a RETCON was made to accommodate the new story line. The new information given by J.K.Rowling at the Pottermore site about Time-Turners, and how she decided to get rid of them once and for all in the series, is nowhere to be found. The “lets go back in the past to save Cedric’s life” was so fanfic like. But not only that…
4. The whole rumor about Scorpius being Voldemort’s son was so ridiculous.
5. The dialogue between the characters were, in so many times, contradictory to their characters, childish, cheesy, and cringe-worthy.
6. Voldemort’s offspring plot was unnecessary and out of this world.
7. The fact that major characters, such as Dumbledore and Snape, were brought back in this play just to reaffirm their redemption was also silly. It already feels very clear that Harry finally accepted their different kind of “love” and respected their actions and behaviors when he named his son Albus Severus.
Even though the script had many issues and it feels/seems like a poorly-constructed fanfiction, is incontrovertible that it had a few of J.K.Rowling inputs implemented into the story. Therefore, using one of the most Sirius Black’s famous quote: “We've all got both light and dark inside us. What matters is the part we choose to act on[,]” I decide to analyze my favorite parts instead of only bashing the work.
To name a few of my favorite parts:
1. The whole tension between Rose and Scorpius is very visible, even within the Epilogue, in the 7th book. I would like to think that those two had the whole “Romeo and Juliet thing” going on, with the disparities between their families very visible.
2. The relationship between Scorpius and Albus is also something that could have been foreseen, since it would be a way of creating tension between Albus and his family.
3. The whole house's sorting was also predictable (even though I still had hopes for Rosie to be a Ravenclaw, I believe the way it actually went was more acceptable to validate the issues cited above, and to reaffirm the whole “Albus Severus Potter is an outcast within his own family” plot).
4. Draco's redemption was also pretty much appreciated. The fact that we could seen more about his true personality, and how him and Ginny were a bit jealous of the Golden Trio’s friendship, was somewhat bittersweet.
5. I loved the opportunity to get a glimpse of what the Trio is doing with their professional lives after finishing Hogwarts. Expected a bit more from Ron, though.
6. The turbulent relationship between Harry and Albus Severus is somewhat relatable, and I applaud that. From those people that said that “Harry would never say that,” we all will have this time in our lives that we will say something that we do not really mean it. In Harry’s case, and why not say Albus’ as well, that was it.
7. The almost concretization of a homoaffective couple within the saga! *Even though I am gay, and I would love to see some Scorbus action, I ship Scorose since I've read the Epilogue a few years ago.
There is that.
I am a turmoil of emotions.
I don’t know what I was truly expecting, but certainly it wasn’t that.
They would be better of, with the plot, if the writers of the script have brought back the character of Bellatrix Lestrange (since it was not completely clear if she was killed or not, at the Battle of Hogwarts) seeking for vengeance, or (better than that) just focusing on character development on a “family drama.” Who knows?! I just wasn’t expecting it to be a fall back to the most predictable, yet intriguing and awesome, plots of the series (the time traveling and the Triwizard Tournament).
Reading the script by itself, without any visual aspects to take in consideration, we can see it disclosure tremendous plot issues. And sadly, that make this story seems bit of unnecessary for the hardcore fans.
I still am very conflicted if it all was worth it, but I guess since I could sense that the book had the Rowling's hand on it, I would say it was.
Apart from that, I have loved the chance to, once again, be excited for reading a brand new story about the magical world (even though it didn’t last long).",0,0,0
3005,Do I really need to say anything??,1,0,0
1531,Which Harry Potter fan has not thought about a continuation of the story with a Voldemort offspring - this play is a perfect realization of this idea - great job!,1,1,1
1701,Like her other books this one does not disappoint the reader. Nice references to events happening earlier in Harry's life. These would help readers and play goers that are not familiar with whats happening present time. Keep on writing JK love your C. Strike mysteries too!,1,1,1
181,"Harry Potter and the Cursed Child is a great continuation of the wizarding world. A story of love, understanding, and forgiveness.",1,1,1
1432,"Its decent, not great but not horrible. Its definitely worth getting to read and enjoy another Harry Potter book. Something I've missed.",1,1,1
865,I got this for my husband's birthday and he loves it. The only thing I would note as it is written as a play so it reads different from previous HP books.,1,1,1
3845,I have no problem with a play format. The issue was that the characters were flat. No character development or plot! This is not the caliber of writing one would expect from Harry Potter. Why would JK Rowlings do this to us? So disappointed. A waste of time and money. It was short and superficial I didn't become invested in any of the characters even the ones I've grown up loving.,0,0,0
3554,"Very disappointed in this book. Reading it as a script was as others have said expected but difficult. I didn't like the fact that they really didn't give much information about other characters from the past books other than Ron, Hermione, Harry, Ginny Draco and Albus, and Scorpius. A tiny bit about Professor mcgonagall, Nothing at all about Molly and Arthur, George, Hagrid and many other well loved characters from the past books. Without giving out spoilers all I can say is this was not what I expected, Didn't feel like it had any of JKR's hand in the writing at all. As someone else mentioned it just felt like a fanfic. A very poorly written one at that. Waste of my time reading it.",0,0,0
3201,"I give 4 stars only because it is Harry Potter, I know it was a play, but not like the other Harry Potter books, they are way better.  I love the Harry Potter books, but this one could not keep me interested.  The action was poor and honestly Harry looked like the worst wizard of all time.  I would not go see the play if this is an indication of how it is.  Honestly it was not worth the money I paid.  It was a quick read, short for that kind of money.",0,1,0
4780,"I downloaded the book at 830pm. I finished at 1am. Am I sorry? Not one bit. Thank you for a little more Harry Potter, Hermione, Ron, and everyone else. When I can get tickets to the play, I'll book my flight from the States. :)",1,1,1
1073,"When it came to the end of Harry Potter series i was distraught. I was a fan from the very beginning. I just couldn't believe it was the end of an amazing era until this came along. This book shows that it's not the end of Hogwarts, there's New people, New stories and I love it. I can't wait to see what else is in store for these new characters!",1,1,1
3339,"A great read,  definitely not what was expected",1,1,1
1774,"I couldn't even bring myself to finish this. And yeah yeah, I'm horrible for reviewing it without finishing it first. But as a loyal and long time Harry Potter fan, this work really did upset me. The fact that it was written in a play format was one thing. Just watch 'A Very Potter Musical' if that's what you want. But on top of that, the characters were two dimensional, the plot was forced, and the world seemed to have a lot less magic in it this time around. I could go on about all the little things that bothered me (WHY would Hermione Granger leave a riddle for people to follow in order to find the super top secret, dangerous time turner??? She's way too smart for that!!!) but I won't.

Basically, if you're a long time Harry Potter fan, don't turn to this book expecting to have your hunger satisfied. The most you'll get from it is an allergic reaction and some indigestion.",1,0,0
1636,"And an interesting premise. I would. Like to see it staged. Kind of a wizarding ""Our Town"".  I think Harry needs to learn the temporal Prime Directive.",1,1,1
4366,Good play,1,1,1
3764,"Easy read when it's done in ""Play Script Form""  Wonderful read and love the new characters",1,1,1
3323,"I got my copy of Harry Potter and the Cursed Child yesterday, and I finished it in a few hours after dinner.  I think it was a pretty good story, but it's definitely a script of a play.  Everyone should know that by now, but judging by what I've read in some negative reviews, some people aren't used to reading plays.  Reading a play is a VERY different experience than reading a novel.  Yes, the story moves fast and there isn't as much depth.  That's because the whole story must be performed in a few hours.  You also have to be willing to put a whole lot of your imagination into reading it.  Thankfully, we're all very familiar with the world of Harry Potter. Also, honestly, we're missing out by not getting to see the staging.  A read play is never going to have the impact of either a well-written novel or a well-performed play. It's one of the reasons so many students struggle to read Shakespeare in English class, but then they go see a play and suddenly ""get"" why he's the greatest playwright in the English language.  Even though most people knew it was a script, I think they didn't really know (or remember from school) how different reading a play is.

Mild spoiler warning!

I also don't get why some people flat out refuse to believe that Harry might be a bad father.  He would want to be a good father, to be sure, but not all good people are good parents.  Especially when you consider that Harry has undergone a ton of trauma and has never really had a father.  One of the compelling things about Harry as a character in the other books was the fact that he was normal: he wasn't super-smart or the best wizard, he was flawed, and he sometimes made bad decisions which had real consequences.  The fact that this same character would grow up to be a man who isn't the best parent or spouse makes complete sense to me.

I get why some people are not thrilled with the Time Turner aspect of the story, but I think it was fun.  They really explored what changing time might do and how that all works.  It was taking one relatively minor plot point from the novels and playing with the idea a little more.  The alternate universes, so to speak, were also interesting to me.

Overall, I think this is a fun read, especially if you don't expect it to be something it's not.  Would I have preferred an eight novel?  Absolutely, but we've known for a while that we weren't going to get that.",1,1,1
1322,"Many of the harry Potter ""fans"" seem to hate this and can't come to terms its canon. But for me, it was great, I enjoyed every second of this while it lasted, couldn't put it down until I finish it. This book series has been a great part of my life and a reminder of better days, this is why I enjoyed it so much and how this book proved that Harry Potter is in fact a huge jerk to everyone and a self centered prick.",1,1,1
919,"Reads like bad fan fiction, and the screenplay format is awful. No character development, feels very thrown together. Why you wouldn't write a proper, well developed novel first...then develop it into a screenplay is beyond me. This feels like a lame attempt to keep capitalizing on a popular franchise with no real effort put into maintaining the quality. I really can't believe jk Rowling put her name on this.",0,0,0
1289,"Was a bit different reading it in screen play format, but was a great story and a much faster read than all of the previous books.",1,1,1
