web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,helpful
"1584086856-4913","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kindle Customer","A great adventure with a lot of heart and moments you ...","Reviewed in the United States on August 6, 2016","A great adventure with a lot of heart and moments you will truly be thrilled and moved by. It gets a little muddled with time travel and treads in the direction of a bad episode of Doctor Who, but in the end it comes together extremely well. So glad to read this","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_492?ie=UTF8&filterByStar=positive&pageNumber=492&reviewerType=all_reviews","One person found this helpful"
"1584086629-3909","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","I got the harry potter vibes from it and it ...","Reviewed in the United States on December 2, 2016","I got the harry potter vibes from it and it made me really want to see the play. It is not a book but is still good","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_391?ie=UTF8&filterByStar=positive&pageNumber=391&reviewerType=all_reviews","null"
"1584086851-4898","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Ab","Great story","Reviewed in the United States on August 3, 2016","I really enjoyed this book. It was fun to look into the world of Harry Potter's son. A must read.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_490?ie=UTF8&filterByStar=positive&pageNumber=490&reviewerType=all_reviews","One person found this helpful"
"1584086430-2985","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Mariana","This is a play- a good one!","Reviewed in the United States on August 22, 2016","This was a nice end to the Harry Potter saga. I am aware there are many people who were displeased due to some inconsistencies in how magic works, and I docked a star for that because I believe that the plot should not hinge on an inconsistency. However, I still really enjoyed reading this play. I would not recommend reading unless you have read all the books or seen the movies because otherwise it will be difficult to visualize the characters and settings in each scene. As this is a play, you don't get J.K. Rowling's rich scenery and character descriptions because it was written to be performed. I understood that going in and was very pleased!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_299?ie=UTF8&filterByStar=positive&pageNumber=299&reviewerType=all_reviews","null"
"1584086646-3977","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Alex","Many of the harry Potter ""fans"" seem to hate this and can't come to terms its canon","Reviewed in the United States on August 2, 2017","Many of the harry Potter ""fans"" seem to hate this and can't come to terms its canon. But for me, it was great, I enjoyed every second of this while it lasted, couldn't put it down until I finish it. This book series has been a great part of my life and a reminder of better days, this is why I enjoyed it so much and how this book proved that Harry Potter is in fact a huge jerk to everyone and a self centered prick.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_398?ie=UTF8&filterByStar=positive&pageNumber=398&reviewerType=all_reviews","null"
"1584085755-70","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","PM","Need time to get used to reading a script","Reviewed in the United States on August 21, 2016","When you begin reading this story, you need to remember that it is a modified script (without director placement/scene notes).  It takes a little time to get into the flow of the script.  Once you become used to the flow, the reading of the book goes quite quickly.  Because of the time needed for a well-timed play, there are some holes that would have been filled if this were an actual book.  J.K. Rowling would have filled the gaps that are there for the play, but since a play usually runs about two hours, it is not possible to fill all of the holes.  On point is J.K. Rowling indicated this would be the last of the Harry Potter books.  This play leaves one opening where Delphi will be sent to Azkaban.  We know that several witches/wizards have escaped from Azkaban over the years.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=positive&pageNumber=7&reviewerType=all_reviews","null"
"1584086817-4750","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Molly Smith","great book. I LOVE all Harry Potter books and ...","Reviewed in the United States on December 30, 2016","great book. I LOVE all Harry Potter books and this was a nice story in the future life of Harry and Friends and the children they have. Quick read written in a play format so a little weird to read out loud to my kid made her read it herself","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_475?ie=UTF8&filterByStar=positive&pageNumber=475&reviewerType=all_reviews","null"
"1584086702-4225","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Matuga S.","An excellent continuation of the Harry Potter storyline.","Reviewed in the United States on October 9, 2016","An excellent continuation of the Harry Potter storyline.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_423?ie=UTF8&filterByStar=positive&pageNumber=423&reviewerType=all_reviews","null"
"1584086197-1921","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Fergie","my second least favorite book by JK Rowling","Reviewed in the United States on December 26, 2016","Not a fan of this portrayal of the off spring of Harry Potter the boy who lived and the whimpy son of Draco Malfoy. my second least favorite book by JK Rowling.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_193?ie=UTF8&filterByStar=positive&pageNumber=193&reviewerType=all_reviews","null"
"1584086633-3921","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kim","Five Stars","Reviewed in the United States on December 11, 2016","Great story! Loved it","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_393?ie=UTF8&filterByStar=positive&pageNumber=393&reviewerType=all_reviews","null"
"1584086439-3028","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","rex king","Five Stars","Reviewed in the United States on January 21, 2017","great","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_303?ie=UTF8&filterByStar=positive&pageNumber=303&reviewerType=all_reviews","null"
"1584085843-394","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kindle Customer","Great gift","Reviewed in the United States on January 17, 2020","This was a gift for my daughter.
She loved it.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&filterByStar=positive&pageNumber=40&reviewerType=all_reviews","null"
"1584086159-1769","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Louan","Great story, but i didn't really like how it ...","Reviewed in the United States on November 13, 2016","Great story,  but i didn't really like how it was written like a play.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_177?ie=UTF8&filterByStar=positive&pageNumber=177&reviewerType=all_reviews","null"
"1584085839-373","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Lovessalt","Good. Not exactly sure why J","Reviewed in the United States on August 23, 2016","Good. Not exactly sure why J.K. Rowling said that this could only be a play. It could easily have been a book. And it didn't quite get to why Albus had developed the characteristics he did develop. Nevertheless, I love all Harry Potter works, so I'll keep reading whatever the author writes.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=positive&pageNumber=38&reviewerType=all_reviews","null"
"1584085805-268","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Dandelion in the wind","An enjoyable read for me :-)","Reviewed in the United States on September 13, 2016","For me it felt more of a fanfic script, but I enjoy fanfic and I enjoyed reading this. Of course if you're expecting it to be like J.K.'s original 7 Harry Potter books, you will probably be disappointed as it is not, but it was nice to go back to Hogwarts and reunite with old characters as well as new.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=positive&pageNumber=27&reviewerType=all_reviews","One person found this helpful"
"1584086432-2998","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Tiffany R.","Great read!!","Reviewed in the United States on October 5, 2016","It was so good! - little hard to get past the format of reading a screen play. But overall I loved it! I would read a million more from Rowling.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_300?ie=UTF8&filterByStar=positive&pageNumber=300&reviewerType=all_reviews","null"
"1584086826-4782","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Easy Reader","A great addition to a wonderful story.","Reviewed in the United States on August 12, 2016","I thought the plot added to the original Harry Potter story. It completed the ending of the seventh book, which I originally though weak. After finishing the Cursed Child, the original ending seems much better. I like it.

I would never have expected the direction of the plot. It is imaginative. A good story with all of my favorite Harry Potter characters.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_479?ie=UTF8&filterByStar=positive&pageNumber=479&reviewerType=all_reviews","null"
"1584086293-2368","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Alex","Took some getting use to","Reviewed in the United States on August 24, 2016","The performance style writing leaves out some of JK Rowling's vivid descriptions and story telling depth. Overall a good read that does not sacrifice any of the beloved original series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_237?ie=UTF8&filterByStar=positive&pageNumber=237&reviewerType=all_reviews","null"
"1584086173-1823","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Anthony","Five Stars","Reviewed in the United States on July 14, 2017","Received the book in perfect condition. My son LOVES the Harry Potter stories.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_183?ie=UTF8&filterByStar=positive&pageNumber=183&reviewerType=all_reviews","null"
"1584085813-296","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Mako21","The story was great (many surprises) but since this was all dialogues (I ...","Reviewed in the United States on September 30, 2016","The story was great (many surprises) but since this was all dialogues (I can understand this was a screenplay or a script) it lacks the details I was expecting from the original books that would make this book great! Hope this will be made a movie! I do not think the theater play will be showed near where I live.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&filterByStar=positive&pageNumber=30&reviewerType=all_reviews","null"
"1584086790-4626","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Amazon Customer","Five Stars","Reviewed in the United States on September 13, 2016","As expected.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_463?ie=UTF8&filterByStar=positive&pageNumber=463&reviewerType=all_reviews","null"
"1584086715-4289","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Stephanie Fowler","Five Stars","Reviewed in the United States on October 20, 2016","Wonderful Book!!1","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_429?ie=UTF8&filterByStar=positive&pageNumber=429&reviewerType=all_reviews","null"
"1584085998-1021","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Tahoe Gal","A fun, fast read","Reviewed in the United States on August 18, 2019","I love the surprises, the developing relationships, and the gripping story.  It's fun to see Harry, Ginny, Ron , Hermione, and Draco, as parents. I didn't want to out it down.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_103?ie=UTF8&filterByStar=positive&pageNumber=103&reviewerType=all_reviews","null"
"1584085777-160","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Richard D. Cappetto","A Fun Read and A Good Story of Redemption.","Reviewed in the United States on August 18, 2016","Its just a good read and it continues on one of J.K. Rowling's these of second chances or redemption. It continues on 18 years later like at the end of The Deathly Hollows. Its starts The Children of some of the main players and and also the main players (especially too enemies).It is done in play format and thats not a hindrance at all.  I don't wan't to give to much away in case you have not read it, but its a nice story. Its a must read for all Harry Potter Fans.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=positive&pageNumber=16&reviewerType=all_reviews","null"
"1584086271-2266","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Michael L.","Five Stars","Reviewed in the United States on January 12, 2017","Great read!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_227?ie=UTF8&filterByStar=positive&pageNumber=227&reviewerType=all_reviews","null"
"1584086762-4496","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Andi55","Rowling strikes lightening again!","Reviewed in the United States on October 4, 2016","At the very end of ""Deathly Hallows (2), we see Harry sent his son, Albus Severus, off to Hofwarts.  What happens to him from there is this story!  Only JKRowlung should ever be allowed to write ""Pitter tales""; she knows each character, their quirks and strengths.  A wonderful way to end Happy's saga!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_450?ie=UTF8&filterByStar=positive&pageNumber=450&reviewerType=all_reviews","null"
"1584086533-3463","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Sambo1","Ready for the next!","Reviewed in the United States on November 16, 2016","I loved the book.  It wrapped up a lot of loose ends from the series.  Hoping for another sequel in the series.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_347?ie=UTF8&filterByStar=positive&pageNumber=347&reviewerType=all_reviews","null"
"1584085767-120","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Rebecca W","Must read for Harry Potter fans","Reviewed in the United States on August 15, 2016","Fast forward 19 years to the relationship between Harry Potter and his teenage son, Albus Severus.

At the beginning, I had a little bit of a hard time getting used to it being a script. But very soon, I was sucked into the story... and the lives of the characters. It was sooooo good, and I couldn't turn the pages quickly enough, especially towards the end. Reading this makes me want to go back and re-read the whole entire series. A huge thank you to J.K. Rowling for taking us back into the Wizarding World of Harry Potter. It is a marvelous, unforgettable place.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=positive&pageNumber=12&reviewerType=all_reviews","null"
"1584085757-72","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Apurva","which in retrospect was probably a good thing. I knew that it was written in ...","Reviewed in the United States on September 28, 2016","I started into this book extremely skeptical.  I am an enormous Harry Potter fan, notorious for anxiously awaiting every previous book at their midnight release, devouring them all through the night and not sleeping until I completed them.  This book I never had that same anticipation for, which in retrospect was probably a good thing.  I knew that it was written in a play format, so that kind of made me leery.  But eventually I succumbed - I needed more of the Potterverse in my life!

So the book started off slowly and was honestly pretty corny.  It read a lot like the epilogue from HP7, if you understand what I mean.  About halfway through to book, it started developing and had some trademark Rowling twists and turns.  The little snippets of old characters that I missed so much made it completely worth the read.

My advice to you is to go into the book expecting it to be different from the previous books.  It is a very different format and therefore a very different read.  Lower your expectations - don't expect to have J.K. Rowling's intelligent flare for writing and skill of wit on every page, the way we have been used to in the past.  There will still be demonstrations of this in the stage direction and the dialogue, but it will be different.  With those expectations going into the read, I was thoroughly entertained and appreciative of this addition to the Harry Potter story.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=positive&pageNumber=8&reviewerType=all_reviews","null"
"1584086837-4831","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Pastor Perky","Great Book Not done yet, but almost. Love Kindle.  Have 5 of them because I am a Pastor, so I teach good to share.","Reviewed in the United States on August 19, 2016","I am a Harry Potter fan, I know most people probably didn't like the layout of the book because it is in play format, one thing with me how my mind works, is weird.  I honestly never read a entire book until I picked up a Harry Potter book in High School.  Now I was in Theater all throughout HS. I am use to plays. So I really love reading it like this, because my brain already automatically read the books like this as characters talked anyway, this makes it more simple for me.  My mind creates what it would picture the character to look like, and then have the scene unravel in my head, and the characters talk as the story unfolds. I love this book.  DONT CONTINUE FOR THIS PART A SMALL SPOILER....  I didn't like the fact that it shows Harry's son as a bad kid but you kind of already got that from the title, and even before the book came out they were talking about that. I am not done with the book yet, almost but it is great.  Love it, I will never be sick of these books. I know a lot of people judge me because I am a Pastor, but It is just fantasy, and I do not put it above the Bible, so there is no problem there. I have a mentor center, and teach ministry, one thing I do love is that I have 5 kindles and that I have all my books on all my devices, so they can be read from all of them, my mom has one of mine right now reading another book.  If you are a Christian and want to read a book, I advise you to read Faultlines, it is by the co auther of soulshift. Great Book too.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_484?ie=UTF8&filterByStar=positive&pageNumber=484&reviewerType=all_reviews","null"
"1584086067-1331","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","KimG","Love Harry Potter","Reviewed in the United States on September 10, 2016","Love Harry Potter. This book closely followed the writing of the previous books once you get used to the play-type style.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&filterByStar=positive&pageNumber=134&reviewerType=all_reviews","null"
"1584085946-812","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","KLW","If your child loves HP, they'll love this as well.","Reviewed in the United States on September 13, 2016","I was worried our 9 year old son wouldn't like this book as it was written as a 'play'.  However, he loved it just like all the other Harry Potter books and read it in less than 3 days!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_82?ie=UTF8&filterByStar=positive&pageNumber=82&reviewerType=all_reviews","null"
"1584086459-3128","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Kylie Mar","Has themes and elements we love about the HP series","Reviewed in the United States on August 4, 2016","Nostalgic. Has themes and elements we love about the HP series. However, moments and lines that don't sound like the characters of the original series written solely by Rowling.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_313?ie=UTF8&filterByStar=positive&pageNumber=313&reviewerType=all_reviews","null"
"1584085805-265","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Jean C","i enjoyed the storyline but felt the tone of the dialog ...","Reviewed in the United States on August 31, 2016","should be 3 1/2 stars......i enjoyed the storyline but felt the tone of the dialog between Albus and Scorpious was unrealistic. Have read complaints about Albus being whiney and a jerk.  Teenage angst, people!! Remember Harry in Order of the Phoenix?  I could barely stand him.  Some characters remained flat and I felt they turned Ron into a bit of a brainless buffoon.  You can tell this was not pure JK Rowling...in fact I would be surprised if she did more than read the story premise and give her approval.  It is a play script so takes some adjusting to.  All that being said...this is a must for any Potterheads!!","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=positive&pageNumber=27&reviewerType=all_reviews","null"
"1584086320-2481","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","ClaudiaR","Five Stars","Reviewed in the United States on September 29, 2016","Just read it! ❤ I ordered it to my kindle and couldn't stop reading it!","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_249?ie=UTF8&filterByStar=positive&pageNumber=249&reviewerType=all_reviews","null"
"1584086576-3668","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Linda Jordan","Short and sweet.","Reviewed in the United States on September 22, 2016","The story accurately referred back to the earlier books, thickening the plot and bringing back exciting and found memories. Delightful.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_367?ie=UTF8&filterByStar=positive&pageNumber=367&reviewerType=all_reviews","null"
"1584086081-1405","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Sally","I was glad it was written","Reviewed in the United States on October 17, 2016","It was very different reading a script instead of a story. I was glad it was written. I enjoy the Harry Potter series.","4.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_141?ie=UTF8&filterByStar=positive&pageNumber=141&reviewerType=all_reviews","null"
"1584085783-177","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewpnt_lft?ie=UTF8&reviewerType=all_reviews&filterByStar=positive&pageNumber=1","Jose Salazar","Drew me back in...","Reviewed in the United States on August 14, 2016","I read a lot of negative reviews before reading this book, and I was a little bit apprehensive that the book (play) would not feel like a Harry Potter book.

It most definitely did. It was great to re-visit the characters, and Malfoy was really fleshed out a lot more in this  than any other work. I actually really liked Draco in this book.

I had no issues with the play format, in fact, I actually preferred it.","5.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=positive&pageNumber=18&reviewerType=all_reviews","null"
