web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href,helpful
"1584087593-6297","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Lee Robinson","Three Stars","Reviewed in the United States on October 4, 2016","Ok story, but the characters aren't as well developed or as likeable as in the original.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_130?ie=UTF8&filterByStar=three_star&pageNumber=130&reviewerType=all_reviews","null"
"1584087489-5827","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Carolyn ackerman","Three Stars","Reviewed in the United States on October 28, 2016","It was o.k","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_83?ie=UTF8&filterByStar=three_star&pageNumber=83&reviewerType=all_reviews","null"
"1584087323-5094","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","TKESlinky","While I enjoyed the book I have to agree with others that ...","Reviewed in the United States on August 25, 2016","While I enjoyed the book I have to agree with others that things seem not well thought through.  The plot seems a little thin and to be honest, with a little though any reader should be able to pick out the glaring errors.  I'll not list them here to save others the pleasure of reading through the 'book' themselves.  I realize it was written to be performed as a play and it may do well in that regard, but it seems to me to be a bit of a money grab.  Now here's the problem, I still recommend that any Harry Potter fan purchase the item if nothing else than to complete their collection.  Read it, and by all means enjoy it.  Just don't be too disappointed in the book. Enjoy it for what it is...not for what it isn't.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=three_star&pageNumber=10&reviewerType=all_reviews","null"
"1584087418-5506","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","LabelGeek","Quick read.","Reviewed in the United States on August 30, 2016","Seemed much less involved or complicated than the previous books were. Much like a movie script with no more depth than what is typically seen on the screen. Slightly disappointing from that aspect. Still a good read for Potter gans.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_51?ie=UTF8&filterByStar=three_star&pageNumber=51&reviewerType=all_reviews","null"
"1584087634-6472","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Mandy","Feels like one of the other ""side"" stories.","Reviewed in the United States on July 31, 2016","First off, I'm a huge Harry Potter fan. I'm constantly going back every couple of months and reading the books. That said, that whole magical and insanely creative world Rowling has created with Harry Potter is not in this book. Being as it is a screenplay, there are none of the small, yet magically delightful details that she put into her other potter novels. There is no character depth, or thoughts that make you partial to any new characters. Although the there is enough of the world we love to make this screenplay enjoyable for us desperate potter fans who love anything about hogwarts and the magic world, it doesn't satisfy the craving of anyone waiting to dive back into hogwarts and relive some magic with the old gang. Good story, could have been great with added, typical Rowling, details. But doesn't meet expectations for true Potter fans.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_148?ie=UTF8&filterByStar=three_star&pageNumber=148&reviewerType=all_reviews","5 people found this helpful"
"1584087541-6071","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Outdoorsman0369","Not for the content of the book but because I ...","Reviewed in the United States on November 11, 2016","Not for the content of the book but because I bought this for a gift and didn't realize it was a play.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_107?ie=UTF8&filterByStar=three_star&pageNumber=107&reviewerType=all_reviews","null"
"1584087411-5476","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Amazon Customer","This is good if you are looking for a nostalgic remembrance of ...","Reviewed in the United States on November 7, 2016","This is good if you are looking for a nostalgic remembrance of reading the real HP series. DO NOT go into thinking JKR wrote a new HP book or you will be a sorely disappointed muggle.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=three_star&pageNumber=48&reviewerType=all_reviews","null"
"1584087304-5021","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","MAGNUMsLAW","It was ok","Reviewed in the United States on February 2, 2019","I liked how this was a continuation of the series I love but it is written completely as a screen play, which isn't really my thing. But even with that aside, I felt most of characters fell fairly flat (partly because of that and other parts due to their actions) and some things that happened in the plot just came out of nowhere, but not like a twist or surprise but more like ""well, that was random."" The alternate time dimensions were cool to see how things could've been, and at least those made sense, as to how it could have happened. Certain characters from the original series I felt did not stay true to their originals but 19+ years have passed and also parenthood, but there were some things that they did that, even with that, I still don't think they would've done or at least done differently. I did finish this book though, it was interesting enough to see how it would end.

I'm trying really hard not to give any spoilers, but I think the story was just ok, but that is just my opinion. I'm sure there will be others that disagree, and of course, I am not an author.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=three_star&pageNumber=2&reviewerType=all_reviews","null"
"1584087649-6546","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Amazon Customer","Predictable but enjoyable","Reviewed in the United States on September 1, 2016","I enjoyed the book, however, I felt as though this was not Rowling's best work. The story line felt cliche and the characters were stereotypical. Albus was unlikable and sullied the good name that Harry has built for over a decade. However, the character Scorpius was more likable than the brat Potter, he was the saving grace of the book. Although there were many twists and turns in the plot line, all of them were able to be predicted chapters ahead of time. I think this will make an excellent stage play, I want to go see it, but as for the book, it was lackluster.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_155?ie=UTF8&filterByStar=three_star&pageNumber=155&reviewerType=all_reviews","null"
"1584087569-6182","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","S B Patel","I have get it that it's not a book a ...","Reviewed in the United States on July 31, 2016","I have get it that it's not a book a script of the play which lacking characters, set, the drama , whole atmospshere of the play as a package but still ... it's simply lacking the touch of Rowling ... no imagination.. a flat soulless story .. no characters development ... no emotions nothing ... just plain freaking story while it is interesting and keep you going but no where near the real Harry Potter saga","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_119?ie=UTF8&filterByStar=three_star&pageNumber=119&reviewerType=all_reviews","2 people found this helpful"
"1584087578-6226","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Fenusha","Love J. K Rowlings","Reviewed in the United States on April 2, 2017","Love J.K Rowlings.  I really enjoyed several bits; but overall, I did not love it.  For me, the bits I read were worth me reading the book for.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_123?ie=UTF8&filterByStar=three_star&pageNumber=123&reviewerType=all_reviews","null"
"1584087388-5376","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","M.Lewis","I loved the originals much better","Reviewed in the United States on January 10, 2018","I loved the originals much better. Felt kind of forced to me. She really just didn't hit the mark for me with this one.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&filterByStar=three_star&pageNumber=38&reviewerType=all_reviews","null"
"1584087606-6355","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Amazon Customer","Feels like a fanfic but...","Reviewed in the United States on July 31, 2016","J.K.: Hahahahaha it's canon now, suckers.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_136?ie=UTF8&filterByStar=three_star&pageNumber=136&reviewerType=all_reviews","2 people found this helpful"
"1584087541-6064","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","pembro","I was disappointed with the book","Reviewed in the United States on October 6, 2016","I was disappointed with the book","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_107?ie=UTF8&filterByStar=three_star&pageNumber=107&reviewerType=all_reviews","null"
"1584087627-6445","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Samantha Romero","Harry Potter- The SCRIPT","Reviewed in the United States on September 1, 2016","When I first heard that J.K.Rowling had written a new Harry Potter novel, I was as excited and confused as every other fan. Soon I realized that it was not actually written by her nor was it a novel but a play. This helped me to set up my expectations to start reading. From the beginning, the play requires a lot of background knowledge in the history of Harry Potter. I found myself pausing to reflect on pieces from previous books or the movies to help me place myself in the story and create the imagery. If you have not previous read any of the books, I think it might be hard to follow and invest in the same way as any of the other books.  It was a wonderful play but as a book it was not up to the “Rowling Harry Potter” name.
The book was enjoyable and a quick read. I met some new characters, revisited Hogwarts and got to image the life of Ginny and Harry as parents.  With any play, they develop a lot of the personality of characters through the act which was hard to develop in this book. I was able to piece together a sense of Albus and Scorpius but the character of Rose was very limited. In previous Harry Potter books, I felt like I deeply understood the characters and could relate to them in various situations. Because of the limited writing in this story, it was hard to know them deeper than a surface level.  The adventure was also not as detailed as true Rowling fashion. While the authors wrote about each time travel back and the ripple effect they had created, I never felt the same buildup of the adventure. I was also left confused about this daughter and am planning to go back and re-read the Harry Potter books to see where this could have actually been placed!
This book only took a few hours to read and while it wasn’t all I expected it to be, it was a great trip back to Hogwarts and with some familiar characters and settings.  I have read mixed reviews on this book and I personally believe that if you are a Harry Potter fan, it’s a fun adventure to remind you of the magic as long as you go in expecting it as a play and not as one of Rowling’s detailed novels.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_145?ie=UTF8&filterByStar=three_star&pageNumber=145&reviewerType=all_reviews","One person found this helpful"
"1584087587-6268","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Anthony Ying","... I expected as it is written in a format like a play","Reviewed in the United States on February 5, 2017","Not what I expected as it is written in a format like a play.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_127?ie=UTF8&filterByStar=three_star&pageNumber=127&reviewerType=all_reviews","null"
"1584087341-5173","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Millennial  Reviewer","It's aight","Reviewed in the United States on October 31, 2016","While it's not the perfect ending I would want for the Harry Potter series, it definitely does give a good closer to the story. People give this book/play a very harsh reviews, probably because they have high expectations for the series that was a big part of their childhood. I would recommend giving this a read if you are a Harry Potter fan in need of more to read about Harry and his world. I enjoyed the story and couldn't put it down for the 4 hours it took me to read.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=three_star&pageNumber=18&reviewerType=all_reviews","null"
"1584087472-5743","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Frances Everett","I've always liked Harry Potter books","Reviewed in the United States on November 9, 2016","I've always liked Harry Potter books. I think it would have been better written as a story rather than a play","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_75?ie=UTF8&filterByStar=three_star&pageNumber=75&reviewerType=all_reviews","null"
"1584087318-5076","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Cdubs","Hardcore Harry Fans: Lower Your Expectations","Reviewed in the United States on October 25, 2016","I'm going to say the same thing here I said on Goodreads.

 ** spoiler alert ** While it was nice to continue the Harry Potter story... I think I need to see it on stage instead of read it.

It was capturing, it was a cool idea. Obviously JK Rowling didn't write it, she came up with the idea of the story but not the script. The voices of the stronger female characters were not as prevalent. McGonagall was still strong as the Headmistress and her usual stoic yet caring self... but it was missing something. Hermione... wtf happened. Sometimes she was her strong, know it all self. Other times it was like she just took a back seat. Hermione never takes a back seat. Ron was forgettable. It all just happened too fast. I feel ironic saying that since it's two plays that span about 2.5 hours each.

As I said, I just need to see it on stage. If Jo wrote it herself, turned it into a novel, I'd probably like it better.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=three_star&pageNumber=8&reviewerType=all_reviews","null"
"1584087602-6341","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Richard","An interesting sequel","Reviewed in the United States on August 7, 2016","This story is an interesting take on the Harry Potter world.  Although it showed a measure of originality it failed to escape the feeling of a sequel.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_134?ie=UTF8&filterByStar=three_star&pageNumber=134&reviewerType=all_reviews","null"
"1584087465-5714","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","shelma9","Ok but too many things changed.","Reviewed in the United States on October 21, 2016","Enjoyed diving back into the magical world of Harry Potter, however why was Rons character changed so much? They made him into some goof that was never anything like his character in the books. All the characters had their personalities different.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_72?ie=UTF8&filterByStar=three_star&pageNumber=72&reviewerType=all_reviews","null"
"1584087476-5767","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","William N. Richards","This hurts","Reviewed in the United States on July 31, 2016","I wanted to give it a 4. I thought it was good not great. All the books are great. I started to think about it when I finished. I realized that when I reread this play I will enjoy it less. I was so excited to see my old friends again. But they aren't real in the play.  They aren't real to Rowland's true canon. That's not Harry. The playwrights ruined our Harry. They ruined all of them. It was not good enough they all deserve better. However, I liked how Draco was able to bring himself from the darkness. He was my favorite part of this play. Read if you have to. If things play out I will see if someday on Broadway. This hurt to write. The play is three because I love the characters even when they are poorly written and bastardized.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_77?ie=UTF8&filterByStar=three_star&pageNumber=77&reviewerType=all_reviews","One person found this helpful"
"1584087434-5579","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Stephanie Burns","Three Stars","Reviewed in the United States on August 26, 2016","I thought this was on the quality level of mediocre fan fiction.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_58?ie=UTF8&filterByStar=three_star&pageNumber=58&reviewerType=all_reviews","One person found this helpful"
"1584087623-6422","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Rowan Moonstone","Would love to see the play.  The book, not so much","Reviewed in the United States on August 2, 2016","Finished ""Harry Potter and the Cursed Child"" last night. Keep in mind, this is a script and thus only contains dialogue and stage directions. As a theater major, my mind can fill in the blanks. A lot of folks won't be able to and the intricate world drawing that Rowling did in the novels is missing. That said, I'd LOVE to see the production. I can't imagine how some of those effects work. I LOVED the new characters of Albus Potter and Scorpius Malfoy. They were totally believable and fun. The old friends of Harry, Ron, Hermione, Ginny, and Draco were not nearly as well done. I thought they strayed from the characters that Rowling drew. Of course, a lot would depend on an actor's interpretation of that character and their chemistry with the other characters. The premise of the story was fun and believable within that world. However, the dialogue kind of had a ""Buffy the Vampire Slayer"" vibe to it. My take on it? I'm fussed that I spent $30 on the book. Wait for the paperback, borrow it from a friend or the library or buy it in a used book store. But if the play comes anywhere near here, I'm GOING.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_143?ie=UTF8&filterByStar=three_star&pageNumber=143&reviewerType=all_reviews","2 people found this helpful"
"1584087589-6273","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Sharon Staples","Eh","Reviewed in the United States on October 4, 2016","It was good to read about Harry Potter again. However, it was very distracting reading it as a screenplay. Not the best book in the series, that's for sure.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_128?ie=UTF8&filterByStar=three_star&pageNumber=128&reviewerType=all_reviews","null"
"1584087420-5518","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Michelle in San Diego","Liked it","Reviewed in the United States on September 17, 2016","Enjoyed being back in the wizarding world.  The element of time travel made the plot a little hard to follow. But it was entertaining nevertheless.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=three_star&pageNumber=52&reviewerType=all_reviews","null"
"1584087591-6286","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","jp","Robes Getting ragged round the edges","Reviewed in the United States on August 11, 2016","Largely predictable plot of cross-generational rifting/coming of age (again) with well-covered time travel repercussions covered by various Star Trek movies (already)","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_129?ie=UTF8&filterByStar=three_star&pageNumber=129&reviewerType=all_reviews","null"
"1584087302-5005","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","IdoArt","I'm sure the stage show is incredible to watch","Reviewed in the United States on August 6, 2016",",,,but all we have is the  script, which had some good basic ideas that flubbed in the execution. While I am sure the actual show is spectacular with amazing special effects, this has such ham-fisted dialog and plain dumb errors,such as when out of the all the people who had brewed polyjuice in the room, no one seemed to remember *how excruciatingly long it took to brew it*and THAT might be a reason that it's not immediately available. A lot of the rules that JKR had created for her world just were willy-nilly set aside with some sort of glib attempt at explanation. It just didn't satisfy and part of it reminded me of some fanfiction stories I had rolled my eyes at. There were some redeeming factors, such as the true friendship between characters that would in the previous Potterverse have been destined for hate, seeing some familiar characters step into maturity, and seeing Harry struggle with his legacy. But overall, this didn't do that much for me.","3.0 out of 5 stars","","","5 people found this helpful"
"1584087402-5436","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Santos Tobias","Missed the descritpions","Reviewed in the United States on December 9, 2017","A screen play gives too much for interpretation. I loved Rowling's descriptions, but this was not it","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_44?ie=UTF8&filterByStar=three_star&pageNumber=44&reviewerType=all_reviews","null"
"1584087567-6176","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Amazon Customer","Three Stars","Reviewed in the United States on September 29, 2016","It's a predictable story unfortunatelly.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_118?ie=UTF8&filterByStar=three_star&pageNumber=118&reviewerType=all_reviews","null"
"1584087559-6137","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Amazon Customer","Not the Harry i know and love","Reviewed in the United States on October 22, 2016","Felt like an aside....was not fully immersed in the experience.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_114?ie=UTF8&filterByStar=three_star&pageNumber=114&reviewerType=all_reviews","null"
"1584087362-5263","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Dark Knight","Not Bad","Reviewed in the United States on August 9, 2016","The book is actually better than what I expected. As a die hard fan of Harry Potter I did not have much expectation when I received the book. But once I started reading I found out that the book I found it is not bad although it is still below the Harry Potter level. Script form of the book was not a problem after finishing a couple of chapters.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&filterByStar=three_star&pageNumber=27&reviewerType=all_reviews","null"
"1584087534-6040","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Vineeth Dasaraju","Great book to read","Reviewed in the United States on November 15, 2016","Kindle app doesn't let me read the book unless I give it a rating. Don't know why. Will review again after reading the book.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_104?ie=UTF8&filterByStar=three_star&pageNumber=104&reviewerType=all_reviews","null"
"1584087336-5159","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","Lena Carino","I've come to really like it and appreciate it for what it was","Reviewed in the United States on August 2, 2016","Harry Potter and the Cursed Child... Where to begin...
Just know, I always have been and always will be an avid Harry Potter lover, supporter, fan. I grew up with the books, went to all the midnight premieres, watched all the movies a million times over, did it all.
At first, I was really reluctant to read it; I was more so nervous than anything because the standard that the original series had set was really high in my mind. But reading it with an open mind, I've come to really like it and appreciate it for what it was. it's own separate thing.

I will admit, there are many flaws; it's not perfect. The plot line near the end was a little predictable, and the twists were surprising in a very corny kind of way. I knew the dynamic was going to be different because they're older, their lives are different, everything is different.

But a big thing that I loved about the original Harry Potter series was there: the development of friendships and relationships, sometimes even between unlikely people. For here, especially between unlikely people. It also gave me the opportunity of getting a glimpse (however small) into their lives after. Bringing all that in, with all of these characters I've loved for all these years, I liked it. Didn't super ""LOVE"" it, or thought it was incredibly amazing. Just...liked it. Still would recommend it.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=three_star&pageNumber=16&reviewerType=all_reviews","null"
"1584087350-5213","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_viewopt_sr?ie=UTF8&reviewerType=all_reviews&filterByStar=three_star&pageNumber=1","CPTROG","Not book 8","Reviewed in the United States on September 5, 2016","Although I was initially thrilled about the book, after reading it I'm only happy to have experienced the old rush of getting the next HP book. We have raised our kids on the books and have made it a family love.
I knew going in that a play is not a novel, that being said, my wife and I just didn't like the characters that we once loved. Ron was a shell with none of his personality from 1-7, Harry was kind of bipolar, Hermione was unpleasant, Draco was all over the place...it just felt like someone messed up the personalities of our characters. It did feel like JK Rowling wrote this story, and she's who made us fall in love with all the characters.
All in all it's not bad, but it's not book 8.","3.0 out of 5 stars","Next page→","https://www.amazon.com/Harry-Potter-Cursed-Child-Parts/product-reviews/133821666X/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&filterByStar=three_star&pageNumber=22&reviewerType=all_reviews","null"
